10;1;340.68385923777856;0.0038156509399414062
10;2;335.432958881868;0.003091096878051758
10;5;337.41723950086794;0.002995729446411133
10;10;335.432958881868;0.0030066967010498047
10;20;335.432958881868;0.004748106002807617
50;1;1365.3019299486907;0.037206172943115234
50;2;1050.9768613151546;0.039223432540893555
50;5;662.0461305781009;0.039774417877197266
50;10;606.9004311428292;0.03891253471374512
50;20;588.4103258940168;0.037018537521362305
500;1;15803.683337839253;3.368234395980835
500;2;6185.591274807117;3.238715887069702
500;5;2460.0047381605245;3.3425095081329346
500;10;2024.1033997826398;3.2940001487731934
500;20;2029.731458742904;3.308825731277466
2000;1;61673.78495556823;53.86280918121338
2000;2;20856.21483833403;54.00756025314331
2000;5;4759.4869527322;54.3438196182251
2000;10;4150.346034563909;54.20005702972412
2000;20;3923.2223167314223;54.13739037513733
